,image_id,strip_id,sensor_id,date,time,cloud_percent,item_type,image_geom,image_coords,image_area,aoi_coverage
4,20181225_153328_1034,1964045,PS2,12/25/2018,15:33:28,2,PSScene,"[[[-79.04629055180406, 34.910974267268095], [-79.06538538838825, 34.83771048699461], [-78.78997301000041, 34.78932805008764], [-78.77116228238214, 34.862656504266916], [-79.04629055180406, 34.910974267268095]]]","[[-79.04629055180406, 34.910974267268095], [-79.06538538838825, 34.83771048699461], [-78.78997301000041, 34.78932805008764], [-78.77116228238214, 34.862656504266916], [-79.04629055180406, 34.910974267268095]]","POLYGON ((-79.04629055180406 34.910974267268095, -79.06538538838825 34.83771048699461, -78.78997301000041 34.78932805008764, -78.77116228238214 34.862656504266916, -79.04629055180406 34.910974267268095))",100
5,20181224_153211_1025,1960938,PS2,12/24/2018,15:32:11,2,PSScene,"[[[-78.96436239008855, 34.8984058922466], [-78.98346688135221, 34.82522740676431], [-78.70843807880553, 34.77685202876218], [-78.6896519229268, 34.85008448433406], [-78.96436239008855, 34.8984058922466]]]","[[-78.96436239008855, 34.8984058922466], [-78.98346688135221, 34.82522740676431], [-78.70843807880553, 34.77685202876218], [-78.6896519229268, 34.85008448433406], [-78.96436239008855, 34.8984058922466]]","POLYGON ((-78.96436239008855 34.8984058922466, -78.98346688135221 34.82522740676431, -78.70843807880553 34.77685202876218, -78.6896519229268 34.85008448433406, -78.96436239008855 34.8984058922466))",100
6,20181224_150456_1043,1960770,PS2,12/24/2018,15:04:56,1,PSScene,"[[[-78.87273825106901, 34.84991978948281], [-78.85620472117354, 34.78233992486531], [-78.60269710393344, 34.82490593266811], [-78.61951196400696, 34.89239182978466], [-78.87273825106901, 34.84991978948281]]]","[[-78.87273825106901, 34.84991978948281], [-78.85620472117354, 34.78233992486531], [-78.60269710393344, 34.82490593266811], [-78.61951196400696, 34.89239182978466], [-78.87273825106901, 34.84991978948281]]","POLYGON ((-78.87273825106901 34.84991978948281, -78.85620472117354 34.78233992486531, -78.60269710393344 34.82490593266811, -78.61951196400696 34.89239182978466, -78.87273825106901 34.84991978948281))",100
7,20181223_153346_0f3f,1957881,PS2,12/23/2018,15:33:46,1,PSScene,"[[[-79.07582812954946, 34.89505247547314], [-79.09481575128373, 34.822397564777994], [-78.81977402307422, 34.77388473693066], [-78.80104090295877, 34.84659391623016], [-79.07582812954946, 34.89505247547314]]]","[[-79.07582812954946, 34.89505247547314], [-79.09481575128373, 34.822397564777994], [-78.81977402307422, 34.77388473693066], [-78.80104090295877, 34.84659391623016], [-79.07582812954946, 34.89505247547314]]","POLYGON ((-79.07582812954946 34.89505247547314, -79.09481575128373 34.822397564777994, -78.81977402307422 34.77388473693066, -78.80104090295877 34.84659391623016, -79.07582812954946 34.89505247547314))",100
8,20181223_150510_104a,1957735,PS2,12/23/2018,15:05:10,1,PSScene,"[[[-78.83587500391141, 34.876945091419195], [-78.81922593018525, 34.808804583337626], [-78.56332585796274, 34.8517577927352], [-78.58032413299173, 34.9198462030267], [-78.83587500391141, 34.876945091419195]]]","[[-78.83587500391141, 34.876945091419195], [-78.81922593018525, 34.808804583337626], [-78.56332585796274, 34.8517577927352], [-78.58032413299173, 34.9198462030267], [-78.83587500391141, 34.876945091419195]]","POLYGON ((-78.83587500391141 34.876945091419195, -78.81922593018525 34.808804583337626, -78.56332585796274 34.8517577927352, -78.58032413299173 34.9198462030267, -78.83587500391141 34.876945091419195))",100
9,20181222_153344_0f51,1955114,PS2,12/22/2018,15:33:44,1,PSScene,"[[[-79.01566381138048, 34.89601790695284], [-79.03476607028517, 34.82264232538452], [-78.75909185271347, 34.77427639814633], [-78.74030930982062, 34.8476813599072], [-79.01566381138048, 34.89601790695284]]]","[[-79.01566381138048, 34.89601790695284], [-79.03476607028517, 34.82264232538452], [-78.75909185271347, 34.77427639814633], [-78.74030930982062, 34.8476813599072], [-79.01566381138048, 34.89601790695284]]","POLYGON ((-79.01566381138048 34.89601790695284, -79.03476607028517 34.82264232538452, -78.75909185271347 34.77427639814633, -78.74030930982062 34.8476813599072, -79.01566381138048 34.89601790695284))",100
10,20181218_152910_0e16,1944138,PS2,12/18/2018,15:29:10,5,PSScene,"[[[-78.98912572056149, 34.867714603861685], [-79.00812889634315, 34.79479245818511], [-78.7326583886165, 34.74630332934997], [-78.71392868642766, 34.81928466009679], [-78.98912572056149, 34.867714603861685]]]","[[-78.98912572056149, 34.867714603861685], [-79.00812889634315, 34.79479245818511], [-78.7326583886165, 34.74630332934997], [-78.71392868642766, 34.81928466009679], [-78.98912572056149, 34.867714603861685]]","POLYGON ((-78.98912572056149 34.867714603861685, -79.00812889634315 34.79479245818511, -78.7326583886165 34.74630332934997, -78.71392868642766 34.81928466009679, -78.98912572056149 34.867714603861685))",100
11,20181218_152908_0e16,1944138,PS2,12/18/2018,15:29:08,4,PSScene,"[[[-78.97160159460128, 34.93523564548582], [-78.99064162751985, 34.862315691027945], [-78.71494244250806, 34.813794690182796], [-78.69618114384099, 34.88677745034823], [-78.97160159460128, 34.93523564548582]]]","[[-78.97160159460128, 34.93523564548582], [-78.99064162751985, 34.862315691027945], [-78.71494244250806, 34.813794690182796], [-78.69618114384099, 34.88677745034823], [-78.97160159460128, 34.93523564548582]]","POLYGON ((-78.97160159460128 34.93523564548582, -78.99064162751985 34.862315691027945, -78.71494244250806 34.813794690182796, -78.69618114384099 34.88677745034823, -78.97160159460128 34.93523564548582))",73.26465449
12,20181216_153228_1039,1937713,PS2,12/16/2018,15:32:28,8,PSScene,"[[[-78.91641632553053, 34.880628831004536], [-78.93527116753052, 34.807997466637524], [-78.66039010708113, 34.7598912240077], [-78.64183969388046, 34.83259089767026], [-78.91641632553053, 34.880628831004536]]]","[[-78.91641632553053, 34.880628831004536], [-78.93527116753052, 34.807997466637524], [-78.66039010708113, 34.7598912240077], [-78.64183969388046, 34.83259089767026], [-78.91641632553053, 34.880628831004536]]","POLYGON ((-78.91641632553053 34.880628831004536, -78.93527116753052 34.807997466637524, -78.66039010708113 34.7598912240077, -78.64183969388046 34.83259089767026, -78.91641632553053 34.880628831004536))",100
13,20181213_152908_0e3a,1929105,PS2,12/13/2018,15:29:08,0,PSScene,"[[[-78.8924271150912, 34.91568931761591], [-78.91173734639038, 34.8422431195418], [-78.63288144317617, 34.792877941548305], [-78.61383100072628, 34.86645608894042], [-78.8924271150912, 34.91568931761591]]]","[[-78.8924271150912, 34.91568931761591], [-78.91173734639038, 34.8422431195418], [-78.63288144317617, 34.792877941548305], [-78.61383100072628, 34.86645608894042], [-78.8924271150912, 34.91568931761591]]","POLYGON ((-78.8924271150912 34.91568931761591, -78.91173734639038 34.8422431195418, -78.63288144317617 34.792877941548305, -78.61383100072628 34.86645608894042, -78.8924271150912 34.91568931761591))",100
14,20181211_153209_101f,1923475,PS2,12/11/2018,15:32:09,1,PSScene,"[[[-78.90832964957129, 34.9234960095114], [-78.92726477125518, 34.85113516721403], [-78.65519568774495, 34.80323197132397], [-78.63656130828744, 34.875661513128705], [-78.90832964957129, 34.9234960095114]]]","[[-78.90832964957129, 34.9234960095114], [-78.92726477125518, 34.85113516721403], [-78.65519568774495, 34.80323197132397], [-78.63656130828744, 34.875661513128705], [-78.90832964957129, 34.9234960095114]]","POLYGON ((-78.90832964957129 34.9234960095114, -78.92726477125518 34.85113516721403, -78.65519568774495 34.80323197132397, -78.63656130828744 34.875661513128705, -78.90832964957129 34.9234960095114))",74.09330111
15,20181211_153210_101f,1923475,PS2,12/11/2018,15:32:10,3,PSScene,"[[[-78.92496550374972, 34.85838705460556], [-78.94385481552497, 34.785994989142324], [-78.67200632651307, 34.73809507067639], [-78.65338752310332, 34.81055834436765], [-78.92496550374972, 34.85838705460556]]]","[[-78.92496550374972, 34.85838705460556], [-78.94385481552497, 34.785994989142324], [-78.67200632651307, 34.73809507067639], [-78.65338752310332, 34.81055834436765], [-78.92496550374972, 34.85838705460556]]","POLYGON ((-78.92496550374972 34.85838705460556, -78.94385481552497 34.785994989142324, -78.67200632651307 34.73809507067639, -78.65338752310332 34.81055834436765, -78.92496550374972 34.85838705460556))",100
16,20181206_150825_0f46,1909289,PS2,12/6/2018,15:08:25,4,PSScene,"[[[-78.9537122978062, 34.85709583311389], [-78.93704911727245, 34.78865269659301], [-78.67897763828313, 34.83174978405148], [-78.69593311315852, 34.900171268719326], [-78.9537122978062, 34.85709583311389]]]","[[-78.9537122978062, 34.85709583311389], [-78.93704911727245, 34.78865269659301], [-78.67897763828313, 34.83174978405148], [-78.69593311315852, 34.900171268719326], [-78.9537122978062, 34.85709583311389]]","POLYGON ((-78.9537122978062 34.85709583311389, -78.93704911727245 34.78865269659301, -78.67897763828313 34.83174978405148, -78.69593311315852 34.900171268719326, -78.9537122978062 34.85709583311389))",100
17,20181206_153202_1014,1908967,PS2,12/6/2018,15:32:02,2,PSScene,"[[[-78.91386650008177, 34.898081369885034], [-78.93302028096691, 34.825359340845154], [-78.65971480857193, 34.77683569933674], [-78.64085305693138, 34.8496381242264], [-78.91386650008177, 34.898081369885034]]]","[[-78.91386650008177, 34.898081369885034], [-78.93302028096691, 34.825359340845154], [-78.65971480857193, 34.77683569933674], [-78.64085305693138, 34.8496381242264], [-78.91386650008177, 34.898081369885034]]","POLYGON ((-78.91386650008177 34.898081369885034, -78.93302028096691 34.825359340845154, -78.65971480857193 34.77683569933674, -78.64085305693138 34.8496381242264, -78.91386650008177 34.898081369885034))",100
18,20181205_153232_103c,1905435,PS2,12/5/2018,15:32:32,29,PSScene,"[[[-79.00051496406357, 34.909200473478165], [-79.01945582304099, 34.83677940261936], [-78.74714148083436, 34.78872738133993], [-78.72847731993211, 34.861244008545164], [-79.00051496406357, 34.909200473478165]]]","[[-79.00051496406357, 34.909200473478165], [-79.01945582304099, 34.83677940261936], [-78.74714148083436, 34.78872738133993], [-78.72847731993211, 34.861244008545164], [-79.00051496406357, 34.909200473478165]]","POLYGON ((-79.00051496406357 34.909200473478165, -79.01945582304099 34.83677940261936, -78.74714148083436 34.78872738133993, -78.72847731993211 34.861244008545164, -79.00051496406357 34.909200473478165))",100
19,20181123_153240_0f31,1871837,PS2,11/23/2018,15:32:40,4,PSScene,"[[[-78.97609588173779, 34.89658430089305], [-78.99510097886998, 34.824231398339265], [-78.72325095827925, 34.776047647698846], [-78.70452531196982, 34.84844088020408], [-78.97609588173779, 34.89658430089305]]]","[[-78.97609588173779, 34.89658430089305], [-78.99510097886998, 34.824231398339265], [-78.72325095827925, 34.776047647698846], [-78.70452531196982, 34.84844088020408], [-78.97609588173779, 34.89658430089305]]","POLYGON ((-78.97609588173779 34.89658430089305, -78.99510097886998 34.824231398339265, -78.72325095827925 34.776047647698846, -78.70452531196982 34.84844088020408, -78.97609588173779 34.89658430089305))",100
20,20181122_153143_1004,1869287,PS2,11/22/2018,15:31:43,1,PSScene,"[[[-78.88016984525834, 34.90080054235519], [-78.89907246592821, 34.82816048285641], [-78.62614201501817, 34.780225850068554], [-78.6075052028183, 34.85291231310139], [-78.88016984525834, 34.90080054235519]]]","[[-78.88016984525834, 34.90080054235519], [-78.89907246592821, 34.82816048285641], [-78.62614201501817, 34.780225850068554], [-78.6075052028183, 34.85291231310139], [-78.88016984525834, 34.90080054235519]]","POLYGON ((-78.88016984525834 34.90080054235519, -78.89907246592821 34.82816048285641, -78.62614201501817 34.780225850068554, -78.6075052028183 34.85291231310139, -78.88016984525834 34.90080054235519))",100
21,20181121_153144_1015,1866637,PS2,11/21/2018,15:31:44,3,PSScene,"[[[-78.90982078518365, 34.88096258423499], [-78.92863450249841, 34.80866474028015], [-78.65708510202343, 34.760971652095066], [-78.63854173872514, 34.833310432131285], [-78.90982078518365, 34.88096258423499]]]","[[-78.90982078518365, 34.88096258423499], [-78.92863450249841, 34.80866474028015], [-78.65708510202343, 34.760971652095066], [-78.63854173872514, 34.833310432131285], [-78.90982078518365, 34.88096258423499]]","POLYGON ((-78.90982078518365 34.88096258423499, -78.92863450249841 34.80866474028015, -78.65708510202343 34.760971652095066, -78.63854173872514 34.833310432131285, -78.90982078518365 34.88096258423499))",100
22,20181121_151016_0f49,1867165,PS2,11/21/2018,15:10:16,4,PSScene,"[[[-78.96441238851085, 34.849184999358904], [-78.94793138103302, 34.78118228975081], [-78.69164961860245, 34.823777192767714], [-78.70841123751875, 34.8917090770421], [-78.96441238851085, 34.849184999358904]]]","[[-78.96441238851085, 34.849184999358904], [-78.94793138103302, 34.78118228975081], [-78.69164961860245, 34.823777192767714], [-78.70841123751875, 34.8917090770421], [-78.96441238851085, 34.849184999358904]]","POLYGON ((-78.96441238851085 34.849184999358904, -78.94793138103302 34.78118228975081, -78.69164961860245 34.823777192767714, -78.70841123751875 34.8917090770421, -78.96441238851085 34.849184999358904))",100
23,20181118_153203_103d,1858428,PS2,11/18/2018,15:32:03,4,PSScene,"[[[-79.08185391797103, 34.903126142592704], [-79.10062485586859, 34.83036231811555], [-78.82725813318712, 34.78280774158783], [-78.80882181592938, 34.855528769206494], [-79.08185391797103, 34.903126142592704]]]","[[-79.08185391797103, 34.903126142592704], [-79.10062485586859, 34.83036231811555], [-78.82725813318712, 34.78280774158783], [-78.80882181592938, 34.855528769206494], [-79.08185391797103, 34.903126142592704]]","POLYGON ((-79.08185391797103 34.903126142592704, -79.10062485586859 34.83036231811555, -78.82725813318712 34.78280774158783, -78.80882181592938 34.855528769206494, -79.08185391797103 34.903126142592704))",100
24,20181117_153159_1012,1855367,PS2,11/17/2018,15:31:59,2,PSScene,"[[[-78.9724411712683, 34.86809884080876], [-78.99124410775393, 34.79602069527238], [-78.71852641352817, 34.74797057155727], [-78.69999790382755, 34.82008665515109], [-78.9724411712683, 34.86809884080876]]]","[[-78.9724411712683, 34.86809884080876], [-78.99124410775393, 34.79602069527238], [-78.71852641352817, 34.74797057155727], [-78.69999790382755, 34.82008665515109], [-78.9724411712683, 34.86809884080876]]","POLYGON ((-78.9724411712683 34.86809884080876, -78.99124410775393 34.79602069527238, -78.71852641352817 34.74797057155727, -78.69999790382755 34.82008665515109, -78.9724411712683 34.86809884080876))",100
25,20181117_153158_1012,1855367,PS2,11/17/2018,15:31:58,2,PSScene,"[[[-78.95480708304247, 34.9342226301717], [-78.97368231568701, 34.86216051992074], [-78.7007253564862, 34.81404651961579], [-78.68217666579213, 34.88615301643482], [-78.95480708304247, 34.9342226301717]]]","[[-78.95480708304247, 34.9342226301717], [-78.97368231568701, 34.86216051992074], [-78.7007253564862, 34.81404651961579], [-78.68217666579213, 34.88615301643482], [-78.95480708304247, 34.9342226301717]]","POLYGON ((-78.95480708304247 34.9342226301717, -78.97368231568701 34.86216051992074, -78.7007253564862 34.81404651961579, -78.68217666579213 34.88615301643482, -78.95480708304247 34.9342226301717))",10.66678918
26,20181117_151057_0f4d,1855968,PS2,11/17/2018,15:10:57,2,PSScene,"[[[-78.90739296674683, 34.842741432324296], [-78.89055225450932, 34.77397986040256], [-78.63135778012945, 34.81753559155612], [-78.64849958551281, 34.88625984945557], [-78.90739296674683, 34.842741432324296]]]","[[-78.90739296674683, 34.842741432324296], [-78.89055225450932, 34.77397986040256], [-78.63135778012945, 34.81753559155612], [-78.64849958551281, 34.88625984945557], [-78.90739296674683, 34.842741432324296]]","POLYGON ((-78.90739296674683 34.842741432324296, -78.89055225450932 34.77397986040256, -78.63135778012945 34.81753559155612, -78.64849958551281 34.88625984945557, -78.90739296674683 34.842741432324296))",100
27,20181116_153204_1001,1852524,PS2,11/16/2018,15:32:04,29,PSScene,"[[[-78.94317991716461, 34.92700344723926], [-78.96200487728656, 34.85547386859021], [-78.6906733071168, 34.80736911683907], [-78.67206993946843, 34.879077911579536], [-78.94317991716461, 34.92700344723926]]]","[[-78.94317991716461, 34.92700344723926], [-78.96200487728656, 34.85547386859021], [-78.6906733071168, 34.80736911683907], [-78.67206993946843, 34.879077911579536], [-78.94317991716461, 34.92700344723926]]","POLYGON ((-78.94317991716461 34.92700344723926, -78.96200487728656 34.85547386859021, -78.6906733071168 34.80736911683907, -78.67206993946843 34.879077911579536, -78.94317991716461 34.92700344723926))",100
